cluster_representative	cluster_member	nreads	fraction_reads	contig_length	norm_coverage	classification_member	classification_representative
27-1-8_NODE_527818_length_346_cov_0.966543_1	67-1-2_NODE_397093_length_390_cov_1.623003_1	5	1.690208910497421e-07	390	4.215301462184824e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C	
27-1-8_NODE_527821_length_346_cov_0.966543_1	27-1-8_NODE_527821_length_346_cov_0.966543_1	4	1.0373425151977162e-07	346	2.977059462992698e-07	root;d__Bacteria	root;d__Bacteria
27-1-8_NODE_527821_length_346_cov_0.966543_1	23-1-10_NODE_795639_length_269_cov_0.901042_1	4	1.5958744729824037e-07	269	5.226296109843162e-07	root;d__Bacteria	root;d__Bacteria
27-1-8_NODE_527851_length_346_cov_0.951673_1	27-1-8_NODE_527851_length_346_cov_0.951673_1	4	1.0373425151977162e-07	346	2.977059462992698e-07		
27-1-8_NODE_527851_length_346_cov_0.951673_1	17-2-10_NODE_761007_length_274_cov_0.751269_1	2	6.769867428394097e-08	274	2.569874107944475e-07		
27-1-8_NODE_541581_length_341_cov_1.261364_1	27-1-8_NODE_541581_length_341_cov_1.261364_1	4	1.0373425151977162e-07	341	3.020711361277049e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08
27-1-8_NODE_541581_length_341_cov_1.261364_1	18-1-1_NODE_633875_length_327_cov_0.576000_1	3	8.69467131418102e-08	327	2.609144226495441e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08
27-1-8_NODE_541583_length_341_cov_1.257576_1	27-1-8_NODE_541583_length_341_cov_1.257576_1	5	1.296678143997145e-07	341	3.77588920159631e-07		
27-1-8_NODE_541583_length_341_cov_1.257576_1	17-2-10_NODE_601452_length_310_cov_0.682403_1	2	6.769867428394097e-08	310	2.2714371147638263e-07		
27-1-8_NODE_541583_length_341_cov_1.257576_1	29-1-6_NODE_189387_length_591_cov_1.856031_2	13	4.7057566389719616e-07	591	8.591754173356545e-07		
27-1-8_NODE_541585_length_341_cov_1.257576_1	27-1-8_NODE_541585_length_341_cov_1.257576_1	4	1.0373425151977162e-07	341	3.020711361277049e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_541585_length_341_cov_1.257576_1	23-1-16_NODE_556173_length_301_cov_0.660714_1	4	1.1599083254855869e-07	301	4.4133279655633603e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_541620_length_341_cov_1.234848_1	27-1-8_NODE_541620_length_341_cov_1.234848_1	4	1.0373425151977162e-07	341	3.020711361277049e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__BACL24 sp003485085	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__BACL24 sp003485085
27-1-8_NODE_541620_length_341_cov_1.234848_1	29-1-6_NODE_997859_length_234_cov_1.738854_1	6	2.1718876795255208e-07	234	1.0015240071900825e-06	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__BACL24 sp003485085
27-1-8_NODE_541620_length_341_cov_1.234848_1	31-1-16_NODE_1041834_length_249_cov_0.860465_1	3	9.36885227624698e-08	249	3.8758288945393896e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__BACL24 sp003485085	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__BACL24 sp003485085
27-1-8_NODE_541637_length_341_cov_1.223485_1	27-1-8_NODE_541637_length_341_cov_1.223485_1	5	1.296678143997145e-07	341	3.77588920159631e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*
27-1-8_NODE_541637_length_341_cov_1.223485_1	19-1-12_NODE_500435_length_354_cov_0.848375_2	5	1.4408074238697528e-07	354	4.152105237807385e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*
27-1-8_NODE_541637_length_341_cov_1.223485_1	28-1-6_NODE_109049_length_802_cov_1.187586_1	11	3.720304277599094e-07	802	4.771825734502228e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*
27-1-8_NODE_541637_length_341_cov_1.223485_1	31-1-16_NODE_1097989_length_244_cov_0.886228_1	2	6.245901517497987e-08	244	2.6368344118587654e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*
27-1-8_NODE_541637_length_341_cov_1.223485_1	59-1-24_NODE_236023_length_524_cov_1.295302_2	8	2.3187220224449973e-07	524	4.877957732739084e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01;s__RFXV01 sp009921445*
27-1-8_NODE_541639_length_341_cov_1.219697_1	27-1-8_NODE_541639_length_341_cov_1.219697_1	7	1.8153494015960034e-07	341	5.286244882234835e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135
27-1-8_NODE_541639_length_341_cov_1.219697_1	56-1-2_NODE_1653134_length_229_cov_0.973684_1	2	6.819084571991633e-08	229	2.762225737797571e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135
27-1-8_NODE_541645_length_341_cov_1.215909_2	27-1-8_NODE_541645_length_341_cov_1.215909_2	5	1.296678143997145e-07	341	3.77588920159631e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A
27-1-8_NODE_541645_length_341_cov_1.215909_2	38-1-14_NODE_331100_length_431_cov_1.426554_2	7	1.9770118708265633e-07	431	5.046755847903414e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A
27-1-8_NODE_541650_length_341_cov_1.215909_1	27-1-8_NODE_541650_length_341_cov_1.215909_1	9	2.3340206591948615e-07	341	6.796600562873359e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__GCA-2690565	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__GCA-2690565
27-1-8_NODE_541650_length_341_cov_1.215909_1	28-1-6_NODE_1009273_length_251_cov_1.890805_1	8	2.7056758382538865e-07	251	1.1088748247941434e-06	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__GCA-2690565
27-1-8_NODE_541659_length_341_cov_1.208333_1	27-1-8_NODE_541659_length_341_cov_1.208333_1	11	2.85269191679372e-07	341	8.306956243511885e-07	root;d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151	root;d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151
27-1-8_NODE_541659_length_341_cov_1.208333_1	59-1-24_NODE_961978_length_254_cov_1.163842_1	3	8.695207584168739e-08	254	3.7736956475717705e-07	root;d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151	root;d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151
27-1-8_NODE_552347_length_337_cov_3.869231_1	27-1-8_NODE_552347_length_337_cov_3.869231_1	21	5.44604820478801e-07	337	1.604696888583453e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_552347_length_337_cov_3.869231_1	19-1-6_NODE_1475309_length_230_cov_1.398693_1	6	2.0314638538927859e-07	230	7.714277074246804e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_552347_length_337_cov_3.869231_1	27-1-8_NODE_919957_length_269_cov_3.786458_1	9	2.3340206591948615e-07	269	8.615765025798571e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_552347_length_337_cov_3.869231_1	59-1-24_NODE_1257385_length_226_cov_2.416107_1	4	1.1593610112224987e-07	226	5.654977548573628e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_552367_length_337_cov_3.203846_1	27-1-8_NODE_552367_length_337_cov_3.203846_1	18	4.668041318389723e-07	337	1.375454475928674e-06	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E
27-1-8_NODE_552367_length_337_cov_3.203846_1	38-1-14_NODE_605825_length_299_cov_2.256757_1	15	4.236454008914064e-07	299	1.5588760896653406e-06	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae*	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E
27-1-8_NODE_552367_length_337_cov_3.203846_1	67-1-15_NODE_1141206_length_129_cov_3.365385_1	4	1.307910774065411e-07	129	1.1178709942385778e-06		root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E
27-1-8_NODE_552422_length_337_cov_2.607692_3	27-1-8_NODE_552422_length_337_cov_2.607692_3	10	2.59335628799429e-07	337	7.641413755159299e-07		
27-1-8_NODE_552422_length_337_cov_2.607692_3	34-1-24_NODE_81289_length_899_cov_0.869830_4	13	4.388157510550987e-07	899	5.187932045819156e-07		
27-1-8_NODE_557462_length_336_cov_0.810811_1	27-1-8_NODE_557462_length_336_cov_0.810811_1	3	7.780068863982872e-08	336	2.2992468174006107e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14
27-1-8_NODE_557462_length_336_cov_0.810811_1	19-1-12_NODE_1166586_length_232_cov_1.374194_1	3	8.644844543218517e-08	232	3.8013239332340025e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14
27-1-8_NODE_557465_length_336_cov_0.810811_1	27-1-8_NODE_557465_length_336_cov_0.810811_1	1	2.5933562879942905e-08	336	7.664156058002035e-08	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30
27-1-8_NODE_557465_length_336_cov_0.810811_1	67-1-15_NODE_1075808_length_233_cov_0.948718_1	7	2.2888438546144695e-07	233	1.0830874547182787e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30
27-1-8_NODE_557468_length_336_cov_0.810811_1	27-1-8_NODE_557468_length_336_cov_0.810811_1	3	7.780068863982872e-08	336	2.2992468174006107e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp002705565	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp002705565
27-1-8_NODE_557468_length_336_cov_0.810811_1	28-1-6_NODE_972567_length_255_cov_0.685393_1	2	6.764189595634716e-08	255	2.7287017747385293e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp002705565	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp002705565
27-1-8_NODE_557495_length_336_cov_0.803089_1	27-1-8_NODE_557495_length_336_cov_0.803089_1	7	1.8153494015960034e-07	336	5.364909240601425e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04
27-1-8_NODE_557495_length_336_cov_0.803089_1	28-1-6_NODE_943193_length_257_cov_0.822222_1	2	6.764189595634716e-08	257	2.7074667414720815e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp902612125	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04
27-1-8_NODE_557510_length_336_cov_0.799228_1	27-1-8_NODE_557510_length_336_cov_0.799228_1	3	7.780068863982872e-08	336	2.2992468174006107e-07		
27-1-8_NODE_557510_length_336_cov_0.799228_1	23-1-16_NODE_862341_length_250_cov_0.855491_1	2	5.7995416274279344e-08	250	2.6568234352691427e-07		
27-1-8_NODE_557521_length_336_cov_0.795367_1	27-1-8_NODE_557521_length_336_cov_0.795367_1	6	1.5560137727965744e-07	336	4.5984936348012215e-07		
27-1-8_NODE_557521_length_336_cov_0.795367_1	34-1-24_NODE_255218_length_477_cov_0.617500_1	8	2.7004046218775304e-07	477	6.017030684330167e-07		
27-1-8_NODE_557523_length_336_cov_0.795367_1	27-1-8_NODE_557523_length_336_cov_0.795367_1	5	1.296678143997145e-07	336	3.8320780290010175e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145
27-1-8_NODE_557523_length_336_cov_0.795367_1	18-1-1_NODE_1502870_length_234_cov_0.898089_1	3	8.69467131418102e-08	234	3.646111803692347e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145
27-1-8_NODE_557523_length_336_cov_0.795367_1	30-1-6_NODE_1074553_length_231_cov_2.772727_1	6	2.2905402139837937e-07	231	1.051081338474721e-06	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002698145
27-1-8_NODE_557524_length_336_cov_0.795367_1	27-1-8_NODE_557524_length_336_cov_0.795367_1	6	1.5560137727965744e-07	336	4.5984936348012215e-07	root	root
27-1-8_NODE_557524_length_336_cov_0.795367_1	39-1-8_NODE_1517603_length_237_cov_0.793750_1	2	5.860162917217229e-08	237	2.3191441350096177e-07	root	root
27-1-8_NODE_557525_length_336_cov_0.795367_1	27-1-8_NODE_557525_length_336_cov_0.795367_1	4	1.0373425151977162e-07	336	3.065662423200814e-07		
27-1-8_NODE_557525_length_336_cov_0.795367_1	33-1-10_NODE_1050023_length_253_cov_0.693182_1	4	1.2318786796601124e-07	253	4.920263998693904e-07		
27-1-8_NODE_557531_length_336_cov_0.795367_1	27-1-8_NODE_557531_length_336_cov_0.795367_1	3	7.780068863982872e-08	336	2.2992468174006107e-07		
27-1-8_NODE_557531_length_336_cov_0.795367_1	30-1-2_NODE_1505705_length_239_cov_0.796296_1	2	6.764972084004447e-08	239	2.6620016406655143e-07		
27-1-8_NODE_557533_length_336_cov_0.791506_1	27-1-8_NODE_557533_length_336_cov_0.791506_1	3	7.780068863982872e-08	336	2.2992468174006107e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213955	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213955
27-1-8_NODE_557533_length_336_cov_0.791506_1	28-1-6_NODE_964666_length_255_cov_1.191011_1	6	2.029256878690415e-07	255	8.186105324215588e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213955	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003213955
27-1-8_NODE_573807_length_330_cov_8.549407_1	27-1-8_NODE_573807_length_330_cov_8.549407_1	67	1.7375487129561746e-06	330	5.228347914477025e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_573807_length_330_cov_8.549407_1	59-1-24_NODE_759494_length_274_cov_3.954315_2	16	4.6374440448899946e-07	274	1.8657298189454598e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
27-1-8_NODE_573816_length_330_cov_5.102767_1	27-1-8_NODE_573816_length_330_cov_5.102767_1	39	1.0114089523177733e-06	330	3.043366696486626e-06	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A
27-1-8_NODE_573816_length_330_cov_5.102767_1	29-1-2_NODE_110286_length_748_cov_4.144560_1	106	3.588603327095709e-06	748	4.678839731040712e-06	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A
27-1-8_NODE_573854_length_330_cov_3.438735_1	27-1-8_NODE_573854_length_330_cov_3.438735_1	19	4.927376947189152e-07	330	1.4826658264934845e-06	root;d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005	root;d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005
27-1-8_NODE_573854_length_330_cov_3.438735_1	31-1-8_NODE_1335099_length_241_cov_1.652439_1	3	1.2187356722387532e-07	241	4.999232714060101e-07	root;d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005	root;d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005
27-1-8_NODE_586288_length_327_cov_0.632000_1	27-1-8_NODE_586288_length_327_cov_0.632000_1	3	7.780068863982872e-08	327	2.3625288398978753e-07	root;d__Bacteria	root;d__Bacteria
27-1-8_NODE_586288_length_327_cov_0.632000_1	34-1-24_NODE_668249_length_278_cov_1.388060_1	4	1.3502023109387652e-07	278	5.162092871268866e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae	root;d__Bacteria
27-1-8_NODE_586288_length_327_cov_0.632000_1	18-1-3_NODE_867008_length_270_cov_1.031088_1	4	1.160594273012742e-07	270	4.5766200658043447e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__MED-G116	root;d__Bacteria
27-1-8_NODE_586288_length_327_cov_0.632000_1	18-1-3_NODE_682676_length_300_cov_2.013453_1	3	8.704457047595565e-08	300	3.0892185444179327e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae	root;d__Bacteria
27-1-8_NODE_586288_length_327_cov_0.632000_1	29-1-6_NODE_844013_length_252_cov_1.268571_1	3	1.0859438397627604e-07	252	4.6499328905253823e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae	root;d__Bacteria
27-1-8_NODE_586301_length_327_cov_0.624000_1	27-1-8_NODE_586301_length_327_cov_0.624000_1	4	1.0373425151977162e-07	327	3.150038453197167e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp002778315	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp002778315
27-1-8_NODE_586301_length_327_cov_0.624000_1	29-1-6_NODE_825622_length_255_cov_0.623596_1	3	1.0859438397627604e-07	255	4.5952277976956723e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp002778315	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp002778315
27-1-8_NODE_586319_length_327_cov_0.612000_1	27-1-8_NODE_586319_length_327_cov_0.612000_1	4	1.0373425151977162e-07	327	3.150038453197167e-07	root;d__Bacteria	root;d__Bacteria
27-1-8_NODE_586319_length_327_cov_0.612000_1	67-1-15_NODE_1028417_length_237_cov_0.925000_1	2	6.539553870327055e-08	237	3.042307136218914e-07	root;d__Bacteria	root;d__Bacteria
27-1-8_NODE_586345_length_327_cov_0.592000_1	27-1-8_NODE_586345_length_327_cov_0.592000_1	7	1.8153494015960034e-07	327	5.512567293095042e-07	root;d__Bacteria	root;d__Bacteria
