## Date
## emapper-2.1.12
## /path/to/emapper.py -m diamond --sensmode fast --itype proteins -i  path/to/selected_proteins.fasta -o path/to/output --data_dir ./egg-db/
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
38-1-2_NODE_157556_length_524_cov_1.131991_1	1191523.MROS_1976	1.07e-27	115.0	COG4232@1|root,COG4232@2|Bacteria	2|Bacteria	CO	protein-disulfide reductase activity	dsbD	-	1.8.1.8	ko:K04084	-	-	-	-	ko00000,ko01000,ko03110	5.A.1.1	-	-	DsbC,DsbD,Thioredoxin,Thioredoxin_2,Thioredoxin_7
38-1-2_NODE_157561_length_524_cov_1.127517_1	439493.PB7211_1361	6.21e-98	291.0	COG0568@1|root,COG0568@2|Bacteria,1MVWR@1224|Proteobacteria,2TR9Q@28211|Alphaproteobacteria,4BP7X@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	K	RNA polymerase sigma factor	rpoH	-	-	ko:K03089	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r4
39-1-8_NODE_950616_length_275_cov_0.747475_2	1537994.JQFW01000015_gene1743	0.000399	44.7	2E4JG@1|root,32ZEI@2|Bacteria,1NFU9@1224|Proteobacteria,1SE33@1236|Gammaproteobacteria,468NP@72275|Alteromonadaceae	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
39-1-8_NODE_950630_length_275_cov_0.747475_1	497964.CfE428DRAFT_0811	1.23e-11	65.5	COG0673@1|root,COG0673@2|Bacteria,46SJ7@74201|Verrucomicrobia	74201|Verrucomicrobia	S	inositol 2-dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA
56-1-2_NODE_457696_length_373_cov_1.250000_1	1000565.METUNv1_02753	6.21e-21	91.3	COG0568@1|root,COG0568@2|Bacteria,1MUDI@1224|Proteobacteria,2VIUT@28216|Betaproteobacteria,2KUKV@206389|Rhodocyclales	206389|Rhodocyclales	K	RNA polymerase sigma	rpoS	-	-	ko:K03087	ko02026,ko05111,map02026,map05111	-	-	-	ko00000,ko00001,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
56-1-2_NODE_467646_length_369_cov_2.503425_1	314275.MADE_1016380	2.4e-45	161.0	COG0277@1|root,COG0277@2|Bacteria,1MVG7@1224|Proteobacteria,1RN5V@1236|Gammaproteobacteria,464JZ@72275|Alteromonadaceae	1236|Gammaproteobacteria	C	Catalyzes the oxidation of D-lactate to pyruvate	-	-	1.1.5.12	ko:K03777	ko00620,ko01120,map00620,map01120	-	R00704,R11591	RC00044	ko00000,ko00001,ko01000	-	-	-	FAD_binding_4,Lact-deh-memb
56-1-2_NODE_467648_length_369_cov_2.489726_1	70448.A0A096P9Y8	1.25e-40	150.0	COG4354@1|root,KOG1059@2759|Eukaryota,37MZK@33090|Viridiplantae,34P4N@3041|Chlorophyta	3041|Chlorophyta	U	Part of the AP-3 complex, an adaptor-related complex which seems to be clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to the vacuole. It also function in maintaining the identity of lytic vacuoles and in regulating the transition between storage and lytic vacuoles	-	-	-	ko:K12396	ko04142,map04142	-	-	-	ko00000,ko00001,ko04131	-	-	-	Adaptin_N
56-1-2_NODE_474867_length_367_cov_0.810345_1	335992.SAR11_0618	1.46e-57	198.0	COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria,1MU0R@1224|Proteobacteria,2TR3C@28211|Alphaproteobacteria,4BPKQ@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	G	Belongs to the PEP-utilizing enzyme family	ppdK	-	2.7.9.1	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
56-1-2_NODE_474872_length_367_cov_0.806897_1	55529.EKX40123	1.47e-40	142.0	KOG1777@1|root,KOG1777@2759|Eukaryota	2759|Eukaryota	G	protein ubiquitination	-	-	-	ko:K10297	-	-	-	-	ko00000,ko04121	-	-	-	Beta_helix,NosD
56-1-2_NODE_474879_length_367_cov_0.803448_1	761193.Runsl_3161	1.59e-42	154.0	COG0504@1|root,COG0504@2|Bacteria,4NEWT@976|Bacteroidetes,47KXM@768503|Cytophagia	976|Bacteroidetes	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
56-1-2_NODE_474896_length_367_cov_0.796552_1	1400525.JNIU01000001_gene32	3.11e-69	222.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2TQR1@28211|Alphaproteobacteria,4BR5N@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	C	Aldehyde dehydrogenase family	gabD	-	1.2.1.16,1.2.1.20,1.2.1.79	ko:K00135	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120	M00027	R00713,R00714,R02401	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
56-1-2_NODE_489613_length_362_cov_0.684211_2	1266909.AUAG01000014_gene2269	1.03e-16	81.3	COG0719@1|root,COG0719@2|Bacteria,1MVK0@1224|Proteobacteria,1RP2A@1236|Gammaproteobacteria,1WWK5@135613|Chromatiales	135613|Chromatiales	O	FeS assembly protein SufD	-	-	-	ko:K09015	-	-	-	-	ko00000	-	-	-	UPF0051
56-1-2_NODE_489629_length_362_cov_0.680702_1	1144932.ATTF01000055_gene424	2.19e-67	214.0	COG2225@1|root,COG2225@2|Bacteria,1MVEV@1224|Proteobacteria,2TS9R@28211|Alphaproteobacteria,4BPUK@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	C	Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA	glcB	-	2.3.3.9	ko:K01638	ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200	M00012	R00472	RC00004,RC00308,RC02747	ko00000,ko00001,ko00002,ko01000	-	-	-	Malate_synthase
56-1-2_NODE_489639_length_362_cov_0.677193_1	1298608.JCM18900_12728	1.74e-10	64.7	COG2225@1|root,COG2225@2|Bacteria,1MVEV@1224|Proteobacteria,1RPVI@1236|Gammaproteobacteria,3NJXI@468|Moraxellaceae	1236|Gammaproteobacteria	C	Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA	glcB	GO:0000287,GO:0003674,GO:0003824,GO:0004474,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009056,GO:0009060,GO:0009436,GO:0009987,GO:0015980,GO:0016054,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046185,GO:0046395,GO:0046487,GO:0046872,GO:0046912,GO:0055114,GO:0071704,GO:0072329,GO:0072350,GO:1901575	2.3.3.9	ko:K01638	ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200	M00012	R00472	RC00004,RC00308,RC02747	ko00000,ko00001,ko00002,ko01000	-	-	iECSF_1327.ECSF_2799,iECW_1372.ECW_m3242,iEKO11_1354.EKO11_0745,iJN746.PP_0356,iWFL_1372.ECW_m3242	Malate_synthase
57-1-2_NODE_1679658_length_235_cov_0.936709_1	1123070.KB899247_gene1465	2.35e-16	74.3	COG0154@1|root,COG0154@2|Bacteria,46SCM@74201|Verrucomicrobia,2ITUD@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	-	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
57-1-2_NODE_1679679_length_235_cov_0.936709_1	221359.RS9916_34232	2.84e-25	95.9	2FJMS@1|root,34BB2@2|Bacteria,1GFP3@1117|Cyanobacteria,1H1JC@1129|Synechococcus	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
57-1-2_NODE_1695626_length_234_cov_1.273885_2	1096769.Pelub83DRAFT_0373	5.27e-19	84.3	COG1940@1|root,COG1940@2|Bacteria,1MU94@1224|Proteobacteria,2TRRU@28211|Alphaproteobacteria,4BPKI@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	GK	ROK family	-	-	2.7.1.2,2.7.1.4	ko:K00845,ko:K00847	ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R00760,R00867,R01600,R01786,R03920	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
59-1-15_NODE_275211_length_354_cov_1.328520_1	1123322.KB904691_gene4294	1.3e-35	135.0	COG1024@1|root,COG1024@2|Bacteria,2GJ0N@201174|Actinobacteria	201174|Actinobacteria	I	Enoyl-CoA hydratase	echA7	-	4.2.1.17	ko:K01692	ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01212	M00032,M00087	R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06411,R06412,R06942,R08093	RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115	ko00000,ko00001,ko00002,ko01000	-	-	-	ECH_1
59-1-15_NODE_275240_length_354_cov_1.306859_1	1469607.KK073768_gene1123	1.97e-41	146.0	COG0270@1|root,COG0270@2|Bacteria,1G4WS@1117|Cyanobacteria,1HJEX@1161|Nostocales	1117|Cyanobacteria	L	COGs COG0270 Site-specific DNA methylase	-	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
59-1-15_NODE_275246_length_354_cov_1.299639_1	1499967.BAYZ01000163_gene6606	5.8e-28	113.0	COG2204@1|root,COG2204@2|Bacteria,2NNPN@2323|unclassified Bacteria	2|Bacteria	T	COGs COG2204 Response regulator containing CheY-like receiver AAA-type ATPase and DNA-binding domains	-	-	-	ko:K15836	-	-	-	-	ko00000,ko03000	-	-	-	GAF_2,HTH_8,Response_reg,Sigma54_activat
59-1-15_NODE_286955_length_343_cov_0.860902_1	1122185.N792_08475	2.21e-17	82.4	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X5CT@135614|Xanthomonadales	135614|Xanthomonadales	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran
59-1-15_NODE_286962_length_343_cov_0.845865_1	243090.RB5585	2.89e-15	75.1	COG1595@1|root,COG1595@2|Bacteria,2J3CD@203682|Planctomycetes	203682|Planctomycetes	K	TIGRFAM RNA polymerase sigma factor, sigma-70 family	-	-	-	-	-	-	-	-	-	-	-	-	Sigma70_ECF
59-1-15_NODE_286995_length_343_cov_0.834586_1	384765.SIAM614_17944	2.23e-29	109.0	COG3350@1|root,COG3350@2|Bacteria,1RAI6@1224|Proteobacteria,2U6BK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	monooxygenase activity	-	-	-	-	-	-	-	-	-	-	-	-	YHS
59-1-15_NODE_287003_length_343_cov_0.834586_1	1265505.ATUG01000001_gene3177	5.3e-24	102.0	COG2271@1|root,COG2271@2|Bacteria,1PND6@1224|Proteobacteria,42QTW@68525|delta/epsilon subdivisions,2WMNU@28221|Deltaproteobacteria,2MJYF@213118|Desulfobacterales	28221|Deltaproteobacteria	G	Major Facilitator Superfamily	-	-	-	ko:K02445	-	-	-	-	ko00000,ko02000	2.A.1.4.3	-	-	MFS_1
59-1-15_NODE_287014_length_343_cov_0.834586_1	254945.Erum1830	6.58e-23	99.4	COG0165@1|root,COG0165@2|Bacteria,1MUTU@1224|Proteobacteria,2TR4H@28211|Alphaproteobacteria,47FYA@766|Rickettsiales	766|Rickettsiales	E	Lyase	argH	-	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Lyase_1
65-1-2_NODE_1017452_length_267_cov_0.536842_1	1026882.MAMP_00096	6.21e-10	61.6	COG2199@1|root,COG3706@2|Bacteria,1R6GI@1224|Proteobacteria,1T1KI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	(GGDEF) domain	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
65-1-2_NODE_1030967_length_266_cov_0.624339_1	859653.HIMB5_00010780	6.86e-11	60.1	COG0254@1|root,COG0254@2|Bacteria,1MZ69@1224|Proteobacteria,2UBSC@28211|Alphaproteobacteria,4BQRI@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	J	Ribosomal protein L31	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
65-1-2_NODE_1030982_length_266_cov_0.624339_1	662755.CRES_1114	1.15e-06	52.4	COG0082@1|root,COG0082@2|Bacteria,2GJJN@201174|Actinobacteria,22JZH@1653|Corynebacteriaceae	201174|Actinobacteria	E	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system	aroC	GO:0000166,GO:0003674,GO:0003824,GO:0004107,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0010181,GO:0016053,GO:0016491,GO:0016651,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0032553,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	4.2.3.5	ko:K01736	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R01714	RC00586	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2540c	Chorismate_synt
67-1-2_NODE_76680_length_920_cov_1.005931_2	1123070.KB899261_gene2114	8.53e-87	270.0	COG0015@1|root,COG0015@2|Bacteria,46UUE@74201|Verrucomicrobia,2ITG6@203494|Verrucomicrobiae	203494|Verrucomicrobiae	F	Adenylosuccinate lyase C-terminus	-	-	4.3.2.2	ko:K01756	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048,M00049	R01083,R04559	RC00379,RC00444,RC00445	ko00000,ko00001,ko00002,ko01000	-	-	-	ADSL_C,Lyase_1
67-1-2_NODE_76686_length_920_cov_0.957295_1	644107.SL1157_2459	8.24e-105	327.0	COG1048@1|root,COG1048@2|Bacteria,1MU9T@1224|Proteobacteria,2TT3T@28211|Alphaproteobacteria,4NAT2@97050|Ruegeria	28211|Alphaproteobacteria	C	Catalyzes the isomerization of citrate to isocitrate via cis-aconitate	acnA	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0003824,GO:0003994,GO:0005488,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019541,GO:0019679,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0045333,GO:0046459,GO:0047456,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0072350,GO:0097159,GO:1901363	4.2.1.3	ko:K01681	ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00173,M00740	R01324,R01325,R01900	RC00497,RC00498,RC00618	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase,Aconitase_C
67-1-2_NODE_76693_length_920_cov_0.879004_2	1156937.MFUM_700068	1.54e-65	209.0	COG1845@1|root,COG1845@2|Bacteria,46SRD@74201|Verrucomicrobia,37FZZ@326457|unclassified Verrucomicrobia	74201|Verrucomicrobia	C	Cytochrome c oxidase subunit III	cyoC	-	1.9.3.1	ko:K02276	ko00190,ko01100,map00190,map01100	M00155	R00081	RC00016	ko00000,ko00001,ko00002,ko01000	3.D.4.4,3.D.4.6	-	-	COX3
67-1-2_NODE_76701_length_919_cov_4.500000_1	1432050.IE4771_CH01829	2.03e-22	99.8	COG0760@1|root,COG0760@2|Bacteria,1R4ZR@1224|Proteobacteria,2U874@28211|Alphaproteobacteria,4B9DE@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	PPIC-type PPIASE domain	-	-	5.2.1.8	ko:K03769	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Rotamase_2
67-1-2_NODE_84789_length_871_cov_1.050378_1	1123504.JQKD01000002_gene3658	1.54e-63	209.0	COG0604@1|root,COG0604@2|Bacteria,1MX8A@1224|Proteobacteria,2W01Z@28216|Betaproteobacteria	28216|Betaproteobacteria	C	Zinc-binding dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N
67-1-2_NODE_84796_length_871_cov_0.962217_1	391619.PGA1_c14420	6.55e-40	142.0	COG4976@1|root,COG4976@2|Bacteria,1MXUV@1224|Proteobacteria,2TUPS@28211|Alphaproteobacteria,34EBD@302485|Phaeobacter	28211|Alphaproteobacteria	S	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_23,Methyltransf_25
67-1-2_NODE_84804_length_871_cov_0.869018_1	1144932.ATTF01000026_gene1015	1.95e-119	375.0	COG0587@1|root,COG0587@2|Bacteria,1MUIF@1224|Proteobacteria,2TSCN@28211|Alphaproteobacteria,4BPSE@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	L	DNA polymerase III alpha subunit	dnaE	GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon
67-1-2_NODE_101532_length_790_cov_2.223001_2	391600.ABRU01000060_gene1437	0.0004	44.3	COG4774@1|root,COG4774@2|Bacteria,1R8RK@1224|Proteobacteria,2U4WT@28211|Alphaproteobacteria,2KHM7@204458|Caulobacterales	204458|Caulobacterales	P	TonB dependent receptor	-	-	-	-	-	-	-	-	-	-	-	-	Plug,TonB_dep_Rec
67-1-2_NODE_107949_length_765_cov_3.133721_1	487796.Flav2ADRAFT_0519	3.89e-51	177.0	COG0556@1|root,COG0556@2|Bacteria,4NE6E@976|Bacteroidetes,1HXV3@117743|Flavobacteriia	976|Bacteroidetes	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
67-1-2_NODE_115353_length_739_cov_1.374622_1	452637.Oter_0871	1.39e-32	129.0	COG0370@1|root,COG0370@2|Bacteria,46SH4@74201|Verrucomicrobia,3K85F@414999|Opitutae	414999|Opitutae	P	transporter of a GTP-driven Fe(2 ) uptake system	-	-	-	ko:K04759	-	-	-	-	ko00000,ko02000	9.A.8.1	-	-	FeoB_C,FeoB_N,Gate
67-1-2_NODE_115394_length_739_cov_1.219033_1	445686.E3SLF3_9CAUD	6.2e-17	82.4	4QEWA@10239|Viruses,4QVNR@35237|dsDNA viruses  no RNA stage,4QU9E@28883|Caudovirales,4QINZ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
67-1-2_NODE_115397_length_739_cov_1.214502_2	948071.S4S2K8_9CAUD	1.76e-19	89.4	4QHEH@10239|Viruses,4QYF7@35237|dsDNA viruses  no RNA stage,4QQS7@28883|Caudovirales,4QNQG@10744|Podoviridae	10744|Podoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
67-1-2_NODE_115400_length_739_cov_1.206949_1	1166018.FAES_1590	2.02e-16	82.8	COG0438@1|root,COG0438@2|Bacteria,4NWCX@976|Bacteroidetes,47YNM@768503|Cytophagia	976|Bacteroidetes	M	Methyltransferase FkbM domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_21
67-1-2_NODE_125864_length_706_cov_2.279809_1	1004785.AMBLS11_14840	3.93e-59	194.0	COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,1RMD1@1236|Gammaproteobacteria,464KQ@72275|Alteromonadaceae	1236|Gammaproteobacteria	E	glutamine synthetase	glnA	GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006541,GO:0006542,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009314,GO:0009628,GO:0009987,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019676,GO:0019740,GO:0019752,GO:0042802,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0050896,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
67-1-2_NODE_125870_length_706_cov_2.211447_1	1144932.ATTF01000017_gene1186	1.15e-118	365.0	COG0013@1|root,COG0013@2|Bacteria,1MU9A@1224|Proteobacteria,2TQV4@28211|Alphaproteobacteria,4BPAW@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	GO:0003674,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
67-1-2_NODE_131801_length_689_cov_2.555556_1	1144932.ATTF01000021_gene8	4.9e-18	87.8	COG0842@1|root,COG0842@2|Bacteria,1MUF4@1224|Proteobacteria,2TRTS@28211|Alphaproteobacteria,4BS7B@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	V	ABC-2 type transporter	MA20_23385	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
67-1-2_NODE_131807_length_689_cov_2.478758_1	1469613.JT55_01435	3.61e-25	102.0	COG0061@1|root,COG0061@2|Bacteria,1MUBC@1224|Proteobacteria,2TSKN@28211|Alphaproteobacteria,3FCXX@34008|Rhodovulum	28211|Alphaproteobacteria	G	Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP	nadK	-	2.7.1.23	ko:K00858	ko00760,ko01100,map00760,map01100	-	R00104	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	NAD_kinase
